state	account_length	area_code	phone_number	international_plan	voice_mail_plan	number_vmail_messages	total_day_minutes	total_day_calls	total_day_charge	total_eve_minutes	total_eve_calls	total_eve_charge	total_night_minutes	total_night_calls	total_night_charge	total_intl_minutes	total_intl_calls	total_intl_charge	number_customer_service_calls	class
WI	147	415	405-5403	1	0	0	225.2	111	38.28	184.9	98	15.72	143.2	146	6.44	9.9	1	2.67	0	1
IN	68	510	330-9354	0	0	0	249.9	127	42.48	254.5	118	21.63	273.2	98	12.29	8.9	6	2.4	2	1
NM	68	408	396-7091	0	0	0	131.6	89	22.37	137	109	11.65	256.3	107	11.53	10.2	5	2.75	3	0
HI	86	408	398-3004	0	1	21	197.9	99	33.64	165.6	100	14.08	208	120	9.36	10.1	9	2.73	0	0
VT	159	415	335-2019	0	0	0	275.8	103	46.89	189.5	108	16.11	223.9	93	10.08	7.4	5	2	2	1
MO	132	408	412-9190	0	0	0	206.2	100	35.05	211.2	118	17.95	196.2	122	8.83	10.2	6	2.75	1	0
AL	85	415	368-9007	0	0	0	210.3	66	35.75	195.8	76	16.64	221.6	82	9.97	11.2	7	3.02	1	0
WA	174	408	352-6068	0	1	33	167.8	91	28.53	205.3	91	17.45	130	132	5.85	14.5	4	3.92	4	1
NY	61	415	343-9645	0	0	0	197.7	118	33.61	152.2	96	12.94	221	93	9.95	7	3	1.89	2	0
DC	91	415	384-7873	0	1	39	169.8	105	28.87	65.2	116	5.54	144.4	92	6.5	10.9	4	2.94	1	0
NE	88	408	396-2187	0	1	28	190.6	104	32.4	237.3	105	20.17	211.6	116	9.52	9.8	1	2.65	2	0
MA	88	408	383-5109	0	1	45	80.3	140	13.65	153.3	101	13.03	309.2	123	13.91	12.8	3	3.46	2	0
VT	195	415	377-7843	0	1	36	231.7	110	39.39	225.1	88	19.13	201.7	89	9.08	12.1	2	3.27	0	0
NM	182	415	382-7999	0	0	0	69.1	114	11.75	230.3	109	19.58	256.7	96	11.55	6.5	4	1.76	0	0
CO	118	408	328-1222	0	0	0	188.8	60	32.1	217.4	64	18.48	220.1	100	9.9	8.2	7	2.21	4	0
NH	103	408	371-1727	0	0	0	150.6	125	25.6	169.1	126	14.37	221.2	104	9.95	10.4	8	2.81	8	1
UT	61	408	335-9726	0	1	25	163.7	78	27.83	113.2	112	9.62	134.1	118	6.03	9.9	3	2.67	3	0
NJ	72	415	422-9964	0	0	0	175.5	103	29.84	132.3	120	11.25	242.9	96	10.93	11.8	3	3.19	1	0
NM	113	510	366-9211	0	0	0	150.1	120	25.52	200.1	85	17.01	266.7	105	12	11	3	2.97	2	0
ND	177	408	384-9033	0	0	0	189.5	99	32.22	176.3	117	14.99	225.9	112	10.17	14.2	2	3.83	1	0
WA	100	408	382-4932	0	0	0	70.8	94	12.04	215.6	102	18.33	230.8	125	10.39	9.5	1	2.57	6	1
NM	67	415	404-7518	0	0	0	215.5	102	36.64	190.7	95	16.21	214.5	106	9.65	8.6	6	2.32	1	0
DE	136	415	353-1954	0	0	0	101.7	105	17.29	202.8	99	17.24	136.2	119	6.13	9.4	6	2.54	3	0
HI	134	408	370-9000	0	0	0	242.4	126	41.21	152.9	115	13	318.3	115	14.32	11.8	6	3.19	1	0
CT	124	415	332-3642	0	0	0	131.8	82	22.41	284.3	119	24.17	305.5	101	13.75	11.3	2	3.05	1	0
OK	110	510	356-2302	0	0	0	188	127	31.96	90.5	118	7.69	150.3	64	6.76	15.3	3	4.13	3	0
TN	102	510	345-9018	0	0	0	103.1	70	17.53	275	129	23.38	141.1	92	6.35	11.2	5	3.02	1	0
PA	119	408	377-5043	0	0	0	260.1	101	44.22	256.5	68	21.8	229.1	89	10.31	10	2	2.7	1	1
MD	108	415	375-2184	1	1	42	130.1	90	22.12	167	128	14.2	244.7	80	11.01	13.6	5	3.67	3	1
IN	100	415	364-2166	0	1	33	218.7	104	37.18	155	144	13.18	99	117	4.46	12.1	4	3.27	1	0
OR	155	408	414-4741	0	1	30	128.5	86	21.85	188.4	91	16.01	254.4	85	11.45	6.8	6	1.84	1	0
AZ	113	510	403-9719	0	0	0	128.7	100	21.88	227.1	67	19.3	178.1	135	8.01	9.2	4	2.48	2	1
WI	123	415	371-8452	0	0	0	172.2	92	29.27	162.6	76	13.82	250.3	101	11.26	8.7	4	2.35	1	0
VA	145	408	392-6239	0	0	0	199.2	124	33.86	126	86	10.71	289.2	135	13.01	7.6	3	2.05	1	0
MO	42	415	410-5250	0	0	0	184.5	98	31.37	200.5	93	17.04	279.2	91	12.56	8.8	3	2.38	2	0
HI	131	415	406-8324	0	1	30	174	118	29.58	205.3	81	17.45	218.2	90	9.82	6.7	3	1.81	1	0
WA	107	415	411-7110	0	0	0	230.4	65	39.17	257.4	80	21.88	107.3	88	4.83	8.5	3	2.3	1	0
IL	76	510	400-8952	0	0	0	186.1	96	31.64	211.6	100	17.99	230.6	100	10.38	8	4	2.16	0	0
LA	128	415	333-9266	0	0	0	148.5	105	25.25	243	106	20.66	255.2	114	11.48	6.8	2	1.84	1	0
WI	73	415	419-4894	0	0	0	157.1	109	26.71	268.8	83	22.85	181.5	91	8.17	10	8	2.7	0	0
MI	126	415	394-3048	1	1	26	129.3	123	21.98	176.5	114	15	154.5	102	6.95	9.6	7	2.59	1	0
WA	137	408	357-3187	0	0	0	208.8	120	35.5	225.3	100	19.15	221.6	130	9.97	11.1	5	3	0	0
ND	71	510	373-8483	0	0	0	238	82	40.46	278.5	94	23.67	193.1	134	8.69	11.8	10	3.19	0	1
NY	60	510	328-4231	0	1	31	191.8	75	32.61	267.8	135	22.76	200.5	62	9.02	12.8	3	3.46	2	0
TX	38	510	413-9055	0	0	0	149	92	25.33	49.2	78	4.18	163.3	93	7.35	13.9	11	3.75	0	0
DE	63	408	363-8755	0	0	0	117.1	118	19.91	249.6	90	21.22	162.2	84	7.3	11.1	4	3	3	0
NY	139	510	399-7268	0	0	0	236.6	109	40.22	169.9	107	14.44	212.3	118	9.55	11.1	2	3	1	1
NE	77	415	350-1532	0	0	0	169.4	102	28.8	184.9	144	15.72	234.3	89	10.54	2	7	0.54	1	0
KY	72	408	407-9290	0	0	0	177.1	97	30.11	184.7	105	15.7	174.1	94	7.83	8	6	2.16	1	0
KS	74	415	336-7357	0	1	32	174.6	107	29.68	310.6	115	26.4	234.7	92	10.56	9	4	2.43	1	0
ND	124	415	351-1466	0	0	0	150.3	101	25.55	255.9	112	21.75	136.7	62	6.15	12.5	4	3.38	2	0
CO	85	510	394-6668	0	1	21	283.2	110	48.14	239.7	108	20.37	149.5	80	6.73	6.3	1	1.7	5	0
KY	113	408	403-2673	0	1	20	157.8	83	26.83	161.5	56	13.73	271.5	100	12.22	8.7	2	2.35	5	1
KY	43	408	417-6683	0	0	0	177.2	93	30.12	142.6	60	12.12	314.1	144	14.13	12.7	2	3.43	4	0
SC	114	510	364-9425	0	1	4	141.3	96	24.02	230.4	88	19.58	223.7	85	10.07	9.4	3	2.54	3	0
TN	112	415	339-6477	0	0	0	272.5	119	46.33	226.1	94	19.22	159.1	94	7.16	16.4	5	4.43	3	1
MT	101	408	362-2787	0	1	16	118.9	112	20.21	228.3	97	19.41	180.1	111	8.1	8.2	5	2.21	2	0
WI	70	415	405-9233	0	0	0	7.9	100	1.34	136.4	83	11.59	156.6	89	7.05	12.1	1	3.27	0	0
AK	59	408	416-1845	0	0	0	159.5	96	27.12	167.2	123	14.21	138.6	106	6.24	10.2	4	2.75	0	0
AZ	59	408	385-9657	0	0	0	150.2	70	25.53	185.7	98	15.78	212.5	128	9.56	12.1	2	3.27	1	0
MT	124	415	420-5652	0	1	30	144.5	35	24.57	262.3	101	22.3	226.5	82	10.19	12	7	3.24	2	0
VA	150	510	334-5634	0	0	0	169.2	123	28.76	216.8	83	18.43	179.4	107	8.07	12.6	3	3.4	1	0
MD	84	510	369-2899	0	0	0	169.5	96	28.82	157.6	94	13.4	98.2	70	4.42	10.6	7	2.86	0	0
CO	89	415	388-8722	0	0	0	179.7	128	30.55	299.8	92	25.48	185.3	120	8.34	7.6	3	2.05	1	0
TX	73	408	340-8323	0	0	0	286.4	109	48.69	178.2	67	15.15	214.2	152	9.64	10.7	14	2.89	1	1
NY	156	408	337-6851	0	0	0	174.3	95	29.63	186.6	128	15.86	258.2	105	11.62	12.9	5	3.48	3	0
CA	77	510	335-2261	0	0	0	175.5	86	29.84	205.1	78	17.43	245.2	100	11.03	17.8	3	4.81	4	0
NY	119	415	343-1458	0	0	0	133.4	102	22.68	204.6	71	17.39	196.9	103	8.86	11.1	7	3	1	0
AR	91	510	415-4875	0	1	27	204.6	96	34.78	136	93	11.56	210.5	82	9.47	6.6	2	1.78	3	0
MI	102	510	381-2726	0	0	0	242.2	88	41.17	233.2	89	19.82	188.5	121	8.48	6.2	6	1.67	3	0
TX	82	415	358-7914	0	0	0	130	110	22.1	185.3	88	15.75	178.7	105	8.04	8.3	4	2.24	0	0
NC	89	408	332-6958	0	0	0	105.9	151	18	189.6	142	16.12	170.9	67	7.69	12.7	7	3.43	0	0
ID	86	415	355-1019	0	0	0	194.2	98	33.01	193.8	95	16.47	192	123	8.64	9.3	7	2.51	3	0
IL	134	408	382-9447	0	0	0	183.8	111	31.25	123.5	92	10.5	160.7	105	7.23	6.1	2	1.65	1	0
OR	92	415	386-8536	0	0	0	196.5	82	33.41	190	89	16.15	163.2	99	7.34	10.8	2	2.92	2	0
NE	64	408	360-6416	0	0	0	261.9	113	44.52	148.1	99	12.59	145.2	74	6.53	13.8	4	3.73	0	0
ID	153	415	410-5963	0	1	22	167.7	104	28.51	246.8	91	20.98	203.9	117	9.18	7.5	11	2.03	1	0
ME	41	415	399-6642	0	1	30	191.7	109	32.59	193	86	16.41	149.4	93	6.72	11.1	4	3	1	0
NY	104	415	391-1793	0	1	26	189.1	112	32.15	178.2	97	15.15	199.3	104	8.97	11.1	4	3	1	0
OK	87	415	386-8118	0	0	0	205.2	106	34.88	99.5	122	8.46	189.5	75	8.53	13.4	3	3.62	1	0
IN	119	510	382-4952	0	0	0	154.5	129	26.27	193.6	87	16.46	180.9	145	8.14	13.4	3	3.62	2	0
KS	57	415	363-8424	0	1	37	201.2	76	34.2	280.1	122	23.81	154.2	110	6.94	11.8	1	3.19	1	0
IA	130	510	408-8910	0	0	0	139.1	72	23.65	246	112	20.91	207.2	121	9.32	11.4	9	3.08	5	0
MT	60	415	387-4504	0	0	0	145	133	24.65	209.1	92	17.77	328.5	112	14.78	14.6	2	3.94	1	0
IA	105	510	349-4070	0	1	15	88.1	125	14.98	175.9	142	14.95	269.9	85	12.15	9.7	1	2.62	2	0
WI	105	415	394-6505	0	1	34	218.5	61	37.15	196.7	74	16.72	151.1	103	6.8	9.9	4	2.67	2	0
MT	51	415	419-3612	0	1	26	236.8	61	40.26	263.4	97	22.39	181.1	91	8.15	11.2	8	3.02	1	0
GA	64	408	356-1952	0	0	0	124.1	117	21.1	192.8	108	16.39	162.9	84	7.33	6.4	5	1.73	3	0
MT	80	510	416-7866	1	1	30	184.2	132	31.31	167.5	109	14.24	212.8	114	9.58	10	10	2.7	0	0
ND	56	415	398-1759	0	0	0	222.7	133	37.86	277	89	23.55	101.8	94	4.58	13.6	4	3.67	4	0
VT	120	415	338-9950	0	0	0	149.2	98	25.36	193.6	88	16.46	248.9	119	11.2	11.1	5	3	1	0
SD	103	510	412-7278	0	0	0	206.5	125	35.11	180.2	113	15.32	220.6	95	9.93	12.2	4	3.29	3	0
OH	164	510	347-1263	0	1	27	159.7	102	27.15	168.8	113	14.35	244.1	127	10.98	9.6	9	2.59	3	0
NV	183	415	330-3429	0	0	0	116.7	92	19.84	213.8	112	18.17	214.3	112	9.64	9.7	6	2.62	2	0
UT	104	408	418-4637	0	0	0	263.4	101	44.78	235.5	117	20.02	102	146	4.59	13	4	3.51	0	0
VT	101	415	411-5334	0	0	0	136.2	92	23.15	220.9	110	18.78	196.9	116	8.86	13.3	7	3.59	3	0
CT	97	415	374-7285	0	0	0	215.3	58	36.6	242.4	91	20.6	279.8	105	12.59	12.1	9	3.27	0	0
KS	94	408	379-7215	0	0	0	269.2	104	45.76	193.8	144	16.47	257.6	61	11.59	8.9	2	2.4	3	1
SD	125	510	393-9677	0	1	34	268.4	112	45.63	222.2	108	18.89	117.6	102	5.29	10.3	3	2.78	0	0
ME	140	415	345-9598	0	0	0	159.1	104	27.05	269.8	106	22.93	220.4	116	9.92	10.3	4	2.78	1	0
NJ	113	415	397-6425	0	0	0	186	55	31.62	237.4	105	20.18	148.1	83	6.66	12.2	6	3.29	1	0
TN	121	510	338-1815	0	1	26	170.4	91	28.97	254.5	90	21.63	219.6	122	9.88	15.1	5	4.08	0	0
DC	93	408	406-5023	0	0	0	164.5	95	27.97	230.9	87	19.63	149.9	91	6.75	9.9	3	2.67	4	0
DC	121	408	368-2458	0	0	0	168.6	121	28.66	168.6	94	14.33	95.3	59	4.29	12.3	4	3.32	1	0
AK	132	510	346-4360	0	0	0	181.1	121	30.79	314.4	109	26.72	246.7	81	11.1	4.2	9	1.13	2	0
WI	162	408	412-8811	0	0	0	177.1	131	30.11	114.7	122	9.75	153.6	88	6.91	6.5	6	1.76	3	0
IN	140	415	413-3990	0	0	0	160.5	114	27.29	240.5	103	20.44	233.5	121	10.51	11.3	4	3.05	1	0
MI	91	408	345-2448	0	0	0	134.7	116	22.9	295.3	98	25.1	195.5	121	8.8	6.6	5	1.78	2	0
ID	73	510	394-4512	0	1	28	198.2	107	33.69	139.1	123	11.82	199.1	139	8.96	8.8	1	2.38	2	0
MN	145	408	412-8769	0	0	0	241.7	137	41.09	135.8	100	11.54	277.6	123	12.49	13.1	3	3.54	0	0
AZ	100	415	390-1552	0	0	0	131.1	108	22.29	176.2	81	14.98	89.7	81	4.04	4.3	4	1.16	1	0
MN	122	415	389-2477	0	0	0	234.1	101	39.8	200.2	121	17.02	237.4	89	10.68	13.1	9	3.54	2	0
MO	109	415	389-4695	0	0	0	200.1	72	34.02	300.9	120	25.58	236	68	10.62	11.9	5	3.21	0	0
AL	82	408	406-8037	0	0	0	154	107	26.18	94.4	114	8.02	287.6	95	12.94	10.1	7	2.73	1	0
PA	65	415	382-9138	0	1	23	224.2	106	38.11	189.6	100	16.12	222.8	75	10.03	9.8	4	2.65	0	0
NE	105	408	327-6764	0	0	0	162.3	99	27.59	212.5	95	18.06	214.7	114	9.66	11.1	8	3	4	0
ND	48	415	405-2831	0	0	0	210.8	84	35.84	189.6	98	16.12	157.6	99	7.09	16.4	3	4.43	2	0
CT	45	415	416-4351	0	0	0	142.4	107	24.21	318.7	78	27.09	224.1	108	10.08	11.1	7	3	1	0
NC	106	415	419-3196	0	1	37	223.5	104	38	235.1	99	19.98	140.1	90	6.3	10.6	5	2.86	2	0
ND	68	408	391-8369	0	0	0	219.6	97	37.33	141.1	144	11.99	205.7	101	9.26	10.8	4	2.92	2	0
NV	141	415	347-1814	0	0	0	192.4	111	32.71	156.9	87	13.34	175.8	82	7.91	11	6	2.97	0	0
CO	98	408	386-7337	0	0	0	236.2	122	40.15	189.4	110	16.1	153.6	104	6.91	13.3	4	3.59	0	0
CO	65	510	407-5056	0	0	0	158.8	53	27	188.5	132	16.02	189.3	87	8.52	9.8	4	2.65	2	0
MO	85	415	367-8924	0	0	0	126.1	112	21.44	274.7	126	23.35	184.4	95	8.3	9.8	4	2.65	1	0
NY	112	408	396-7687	0	1	30	60.6	113	10.3	165.9	96	14.1	132.8	99	5.98	13.3	7	3.59	0	0
WI	111	415	382-6438	0	0	0	246.5	108	41.91	216.3	89	18.39	179.6	99	8.08	12.7	3	3.43	2	0
NH	74	408	413-2194	0	0	0	298.1	112	50.68	201.3	100	17.11	214.7	88	9.66	9.7	4	2.62	2	1
NY	40	408	416-7591	0	0	0	242.5	82	41.23	232.9	97	19.8	154	86	6.93	9.6	7	2.59	0	0
GA	128	408	355-2634	1	1	18	222.1	89	37.76	160.6	109	13.65	218.8	102	9.85	13.6	2	3.67	0	1
CT	102	415	421-6694	0	1	25	137.4	100	23.36	176.7	83	15.02	188.2	93	8.47	10.2	6	2.75	2	0
CA	138	510	388-6026	1	0	0	196.2	129	33.35	176.5	86	15	232.4	108	10.46	15.2	1	4.1	0	1
MD	29	510	367-1024	0	0	0	195.6	71	33.25	126.4	74	10.74	148.6	87	6.69	14.2	4	3.83	1	0
WY	111	415	386-7118	0	0	0	222.2	96	37.77	162.5	111	13.81	184.9	120	8.32	11.9	7	3.21	4	0
UT	81	510	329-6144	0	0	0	154.5	84	26.27	216.2	91	18.38	229.8	82	10.34	13.7	3	3.7	1	0
WA	46	510	332-1502	0	0	0	90.4	108	15.37	276.2	77	23.48	146.5	111	6.59	12.7	2	3.43	1	0
MS	69	510	342-8320	0	1	27	268.8	78	45.7	246.6	89	20.96	271.9	102	12.24	16.4	3	4.43	0	0
KS	43	415	381-9367	0	0	0	27	117	4.59	160.9	97	13.68	279.5	96	12.58	10.7	3	2.89	3	0
RI	127	415	400-1280	0	1	27	140.1	59	23.82	223.4	111	18.99	257.9	73	11.61	3.8	10	1.03	1	0
MT	73	408	394-9942	0	1	26	131.2	98	22.3	106.5	97	9.05	221.7	96	9.98	10.2	6	2.75	2	0
CT	146	408	380-3329	0	1	23	149.6	96	25.43	239.8	124	20.38	293.5	135	13.21	7.4	4	2	2	0
NM	93	415	334-7618	0	0	0	239.8	70	40.77	251.8	99	21.4	168.6	112	7.59	10.9	10	2.94	1	0
GA	202	510	351-2589	0	0	0	115.4	137	19.62	178.7	70	15.19	185.7	113	8.36	6	3	1.62	3	0
MN	129	510	368-6892	0	1	31	193	99	32.81	224.8	87	19.11	197.6	91	8.89	10.3	8	2.78	2	0
AL	100	415	377-5258	0	0	0	160.3	138	27.25	221.3	92	18.81	150.4	120	6.77	11.2	2	3.02	0	0
WV	43	415	348-5767	0	0	0	199.9	108	33.98	288.4	80	24.51	180.6	103	8.13	11.3	7	3.05	1	0
OH	98	510	347-6393	0	1	29	111.1	105	18.89	217.9	101	18.52	248.1	108	11.16	6.6	3	1.78	2	0
MA	79	415	419-2767	0	0	0	156.9	109	26.67	122.2	87	10.39	189.1	103	8.51	11.3	5	3.05	3	0
NM	105	415	362-7870	0	0	0	193.7	108	32.93	183.2	124	15.57	293.7	72	13.22	10.8	5	2.92	1	0
AR	89	408	410-3725	1	0	0	206.9	134	35.17	167.7	105	14.25	155.7	86	7.01	10.9	4	2.94	0	0
IA	120	415	341-6743	0	1	33	299.5	83	50.92	163.4	84	13.89	146.7	88	6.6	11.6	5	3.13	0	0
SC	212	415	336-8343	0	0	0	226	127	38.42	304.6	83	25.89	181.2	132	8.15	12.6	4	3.4	2	1
HI	155	415	346-8362	1	1	26	211.7	121	35.99	139.2	123	11.83	146.7	89	6.6	11.1	3	3	1	0
UT	89	415	345-9690	0	0	0	89.7	80	15.25	179.8	81	15.28	145.7	120	6.56	9.5	4	2.57	2	0
AL	172	408	359-5731	0	0	0	270	102	45.9	256.6	111	21.81	168.5	104	7.58	12	5	3.24	2	1
VA	75	415	373-2091	0	0	0	224.7	116	38.2	192	79	16.32	212.2	98	9.55	11.3	11	3.05	3	0
WI	143	510	367-3439	0	0	0	194.3	99	33.03	123.6	133	10.51	229.5	99	10.33	10.2	2	2.75	2	0
NY	99	415	393-5897	0	0	0	182.6	83	31.04	154.5	111	13.13	196	57	8.82	12.1	5	3.27	0	0
VA	136	415	384-7216	0	1	35	205.5	86	34.94	298.5	119	25.37	214.2	104	9.64	6.9	4	1.86	1	0
KS	119	415	384-4595	0	0	0	231.5	82	39.36	266.9	97	22.69	211	118	9.49	7.4	10	2	1	0
NC	115	510	329-9667	1	0	0	251.3	69	42.72	252.5	96	21.46	118.3	112	5.32	9.9	1	2.67	3	1
MO	160	415	347-5063	0	0	0	171.2	103	29.1	243.5	121	20.7	178.2	92	8.02	13	3	3.51	2	0
ND	166	510	345-8433	0	0	0	197.9	89	33.64	251	113	21.34	138.3	85	6.22	11.2	2	3.02	2	0
IL	156	415	343-3296	0	0	0	174.5	65	29.67	197.4	116	16.78	238.5	86	10.73	10.6	2	2.86	0	0
NY	70	415	366-2536	0	0	0	177.4	125	30.16	226.2	104	19.23	254.1	72	11.43	10.9	4	2.94	0	0
NV	41	510	355-2293	0	0	0	182.1	89	30.96	211.5	104	17.98	207.4	124	9.33	6.8	1	1.84	1	0
KS	47	510	418-5300	1	0	0	47.8	120	8.13	178.9	123	15.21	152.6	96	6.87	13.3	7	3.59	0	1
ND	160	510	395-2626	0	0	0	121.8	97	20.71	89.3	97	7.59	150.7	92	6.78	10.3	5	2.78	1	0
OK	180	415	402-7372	0	0	0	143.5	121	24.4	189.3	111	16.09	174.9	82	7.87	8.8	5	2.38	3	0
UT	93	415	337-9710	0	0	0	164.9	68	28.03	210.4	86	17.88	229.4	104	10.32	7.8	4	2.11	2	0
OH	109	415	363-4967	0	0	0	193.6	58	32.91	148.7	115	12.64	282.5	105	12.71	13.1	1	3.54	2	0
WY	80	510	400-5389	0	0	0	101.1	121	17.19	263.2	110	22.37	137.7	74	6.2	7.3	5	1.97	0	0
NM	54	415	416-9162	0	1	24	92.3	88	15.69	193.1	98	16.41	99.3	119	4.47	11.6	3	3.13	2	0
AL	121	415	414-6541	0	0	0	168.9	128	28.71	123.9	99	10.53	266.3	105	11.98	2.9	7	0.78	2	0
ID	92	415	405-4606	0	1	31	172.3	116	29.29	266.2	91	22.63	228.2	90	10.27	11.8	5	3.19	1	0
TX	126	415	386-9711	0	0	0	190.9	143	32.45	149.7	72	12.72	191.4	87	8.61	13	3	3.51	1	0
NM	41	415	327-8495	0	0	0	232.1	74	39.46	327.1	88	27.8	226.5	119	10.19	10.9	2	2.94	3	1
UT	91	510	370-3032	0	0	0	123.8	107	21.05	319	125	27.12	237.6	78	10.69	7.3	4	1.97	2	0
NC	88	408	414-4037	0	1	27	93.4	106	15.88	252	92	21.42	189	104	8.5	10.9	1	2.94	1	0
RI	113	415	415-2865	0	0	0	90.6	130	15.4	170.6	100	14.5	137.4	74	6.18	5.4	9	1.46	1	0
TX	123	408	329-5114	0	0	0	257.9	92	43.84	211.6	71	17.99	189.3	104	8.52	9.4	2	2.54	2	0
DE	136	408	351-1389	1	1	29	85.2	98	14.48	230.4	85	19.58	243.6	104	10.96	9	3	2.43	2	0
MS	68	415	375-3668	0	1	34	160	72	27.2	184.5	119	15.68	208.3	101	9.37	6.1	10	1.65	1	0
WV	121	510	401-2468	0	0	0	177.2	142	30.12	123.5	88	10.5	213.2	51	9.59	8.4	6	2.27	1	0
NE	112	415	351-2928	1	1	16	200.3	72	34.05	197.8	91	16.81	151.1	92	6.8	10.4	3	2.81	1	0
MS	43	510	358-3691	0	0	0	159.5	99	27.12	119.7	149	10.17	173.9	126	7.83	6.8	3	1.84	2	0
IN	110	415	364-9059	0	0	0	151.8	106	25.81	138	126	11.73	233.5	112	10.51	11.2	8	3.02	3	0
VA	67	408	356-7208	0	0	0	176.2	120	29.95	236	138	20.06	152.5	104	6.86	10.6	4	2.86	1	0
MN	166	408	333-5551	0	0	0	152.1	95	25.86	121	105	10.29	198	126	8.91	9.8	5	2.65	0	0
DE	129	408	362-6528	0	0	0	161.3	122	27.42	220.6	95	18.75	224.7	104	10.11	9.6	3	2.59	1	0
OR	103	510	394-2560	1	0	0	171.7	78	29.19	144.5	86	12.28	157.9	106	7.11	6.8	3	1.84	3	0
UT	71	415	367-3220	0	0	0	278.9	110	47.41	190.2	67	16.17	255.2	84	11.48	11.7	7	3.16	0	1
CT	112	415	418-5708	0	1	27	213	121	36.21	226.2	101	19.23	189.8	99	8.54	11.1	3	3	4	0
CT	90	415	347-6994	0	0	0	175.9	111	29.9	285.2	115	24.24	150.8	122	6.79	13	7	3.51	1	0
MS	13	415	413-7468	0	0	0	303.2	133	51.54	170.5	86	14.49	227.6	80	10.24	11.5	3	3.11	0	1
AR	58	415	389-6082	0	0	0	238.9	107	40.61	187.2	88	15.91	181.1	84	8.15	11.8	3	3.19	2	0
CA	137	415	415-3689	0	1	22	189.6	42	32.23	179	137	15.22	179.6	126	8.08	11.4	5	3.08	2	0
MI	116	408	379-2503	0	0	0	133.3	94	22.66	247.8	126	21.06	219	78	9.86	11.3	5	3.05	5	1
FL	120	415	336-3738	0	0	0	184.5	103	31.37	209	86	17.77	169.7	70	7.64	10.2	6	2.75	2	0
ID	134	415	345-4473	0	0	0	204.7	108	34.8	143.1	105	12.16	165.8	84	7.46	11	4	2.97	6	0
OH	68	510	380-9990	0	0	0	143.6	80	24.41	134.3	65	11.42	215.6	84	9.7	15.5	5	4.19	2	0
NH	93	408	411-1045	0	0	0	179.3	93	30.48	188.8	65	16.05	253.2	88	11.39	12.1	5	3.27	1	0
MA	120	415	413-5306	0	0	0	137.3	100	23.34	212.2	129	18.04	152.7	92	6.87	10.5	2	2.84	1	0
SC	41	408	417-6906	0	0	0	237.8	92	40.43	223.5	155	19	217.4	90	9.78	10.2	6	2.75	2	0
OR	80	510	331-4807	0	0	0	203.7	92	34.63	216.4	97	18.39	154.2	66	6.94	7.6	5	2.05	2	0
OH	83	415	376-5375	0	1	25	191.3	95	32.52	250.7	136	21.31	249.4	86	11.22	17.6	5	4.75	2	0
NC	109	510	361-9839	1	0	0	209.1	141	35.55	205	93	17.43	119.4	111	5.37	7.8	3	2.11	2	0
KY	66	510	348-8679	0	1	33	88.8	104	15.1	109.6	94	9.32	172.7	107	7.77	7.1	9	1.92	3	0
WA	89	510	346-5287	0	0	0	137.9	96	23.44	192.6	63	16.37	255.7	125	11.51	11	5	2.97	1	0
WV	127	510	413-6769	0	0	0	224.3	112	38.13	185.7	103	15.78	159.4	83	7.17	10	1	2.7	2	0
RI	117	408	370-5042	0	1	13	207.6	65	35.29	152.7	77	12.98	232.8	95	10.48	9.7	3	2.62	1	0
KS	128	510	397-9486	0	0	0	268.1	95	45.58	120.5	126	10.24	220.8	121	9.94	14.4	6	3.89	2	0
NE	61	408	420-8897	0	0	0	267.1	104	45.41	180.4	131	15.33	230.6	106	10.38	17.3	4	4.67	1	1
FL	22	415	378-9506	0	0	0	181.8	108	30.91	198.6	148	16.88	206.6	96	9.3	9.3	3	2.51	2	0
WY	78	415	399-6259	0	0	0	147.1	80	25.01	199.7	100	16.97	160.7	106	7.23	13.7	7	3.7	0	0
WA	56	415	335-5806	0	1	29	37.7	115	6.41	144.1	111	12.25	226.6	101	10.2	4.9	3	1.32	1	0
CO	192	415	401-6392	0	0	0	185	88	31.45	224.9	98	19.12	212.4	105	9.56	11.4	3	3.08	2	0
KS	148	510	415-4051	0	0	0	239.3	84	40.68	195.7	85	16.63	232.6	104	10.47	10.9	3	2.94	1	0
RI	65	415	368-5612	0	1	29	215.5	129	36.64	161.9	77	13.76	128.3	91	5.77	8.8	5	2.38	2	0
MT	119	510	374-5301	0	0	0	134.9	70	22.93	211.5	74	17.98	188.5	105	8.48	11.3	6	3.05	1	0
CT	152	408	354-7077	0	1	20	239.1	105	40.65	209.1	111	17.77	268.2	130	12.07	13.3	3	3.59	5	0
FL	113	510	343-3340	0	0	0	92.6	85	15.74	177.6	92	15.1	159.8	72	7.19	14.4	4	3.89	3	0
VT	75	510	377-8267	0	0	0	209.4	133	35.6	211.5	121	17.98	291.2	123	13.1	7.2	4	1.94	1	0
OH	80	415	382-2453	0	0	0	197.6	83	33.59	164.5	86	13.98	94	98	4.23	6.4	6	1.73	1	0
NH	148	408	333-7449	0	0	0	17.6	121	2.99	161.7	125	13.74	203.1	82	9.14	10.6	6	2.86	1	0
RI	63	415	366-4287	1	0	0	62.9	112	10.69	202.9	111	17.25	259	58	11.66	8.9	8	2.4	1	0
FL	97	415	415-2285	0	1	28	202.3	97	34.39	69.2	84	5.88	257.6	64	11.59	6.7	3	1.81	1	0
